Word	Tag               
for	O                  
their	O                
key	O                  
roles	O                
in	O                   
the	O                  
killings	O             
.	O                    
Former	O               
Bosnian	B+AC0-gpe          
Serb	I+AC0-gpe             
leader	O               
Radovan	B+AC0-per          
Karadzic	I+AC0-per         
is	O                   
currently	O            
on	O                   
trial	O                
there	O                
	                      
charged	O              
with	O                 
genocide	O             
and	O                  
crimes	O               
against	O              
humanity	O             
.	O                    
The	O                  
Bosnian	B+AC0-gpe          
war	O                  
crimes	O               
court	O                
was	O                  
established	O          
in	O                   
2005	B+AC0-tim             
to	O                   
ease	O                 
the	O                  
workload	O             
of	O                   
the	O                  
Hague+AC0-based	O          
tribunal	O             
.	O                    
China	B+AC0-geo            
's	O                   
official	O             
Xinhua	B+AC0-org           
news	O                 
agency	O               
says	O                 
archaeologists	O       
have	O                 
discovered	O           
the	O                  
ruins	O                
of	O                   
29	O                   
villages	O             
that	O                 
date	O                 
back	O                 
more	O                 
than	O                 
+ACI-4	CD                  
years	O                
.	O                    
The	O                  
report	O               
said	O                 
the	O                  
ancient	O              
communities	O          
were	O                 
discovered	O           
in	O                   
the	O                  
northern	O             
part	O                 
of	O                   
Shaanxi	B+AC0-geo          
province	O             
	                      
a	O                    
region	O               
known	O                
for	O                  
its	O                  
archaeological	O       
treasures	O            
.	O                    
Xinhua	B+AC0-org           
says	O                 
the	O                  
ruins	O                
show	O                 
that	O                 
people	O               
had	O                  
mastered	O             
building	O             
techniques	O           
and	O                  
had	O                  
constructed	O          
houses	O               
and	O                  
stone	O                
walls	O                
around	O               
their	O                
community	O            
.	O                    
It	O                   
said	O                 
a	O                    
total	O                
of	O                   
96	O                   
houses	O               
were	O                 
unearthed	O            
	                      
as	O                   
well	O                 
as	O                   
the	O                  
ruins	O                
of	O                   
a	O                    
sacrificial	O          
altar	O                
.	O                    
The	O                  
report	O               
quoted	O               
an	O                   
official	O             
with	O                 
the	O                  
Shaanxi	B+AC0-org          
Provincial	I+AC0-org       
Archaeological	I+AC0-org   
Research	I+AC0-org         
Institute	I+AC0-org        
as	O                   
saying	O               
the	O                  
discovery	O            
will	O                 
help	O                 
scientists	O           
better	O               
understand	O           
the	O                  
environment	O          
during	O               
the	O                  
Neolithic	B+AC0-tim        
period	O               
	                      
also	O                 
known	O                
as	O                   
the	O                  
New	B+AC0-tim              
Stone	I+AC0-tim            
Age	I+AC0-tim              
.	O                    
A	O                    
United	B+AC0-org           
Nations	I+AC0-org          
expert	O               
on	O                   
extrajudicial	O        
killings	O             
says	O                 
he	O                   
would	O                
like	O                 
to	O                   
visit	O                
Thailand	B+AC0-geo         
to	O                   
investigate	O          
last	O                 
month	O                
's	O                   
deaths	O               
of	O                   
87	O                   
Muslim	B+AC0-org           
protesters	O           
.	O                    
Philip	B+AC0-per           
Alston	I+AC0-per           
said	O                 
he	O                   
is	O                   
deeply	O               
concerned	O            
by	O                   
the	O                  
October	B+AC0-tim          
25	I+AC0-tim               
incident	O             
.	O                    
He	O                   
said	O                 
a	O                    
visit	O                
to	O                   
Thailand	B+AC0-geo         
would	O                
allow	O                
him	O                  
to	O                   
speak	O                
with	O                 
those	O                
involved	O             
and	O                  
to	O                   
recommend	O            
ways	O                 
to	O                   
bring	O                
peace	O                
and	O                  
stability	O            
to	O                   
the	O                  
region	O               
.	O                    
Thailand	B+AC0-gpe         
has	O                  
not	O                  
responded	O            
to	O                   
Mr.	B+AC0-per              
Alston	I+AC0-per           
's	O                   
request	O              
.	O                    
Meanwhile	O            
	                      
Thailand	B+AC0-gpe         
's	O                   
revered	O              
King	B+AC0-per             
Bhumibol	I+AC0-per         
Adulyadej	I+AC0-per        
warned	O               
that	O                 
the	O                  
country	O              
could	O                
fall	O                 
into	O                 
ruin	O                 
if	O                   
the	O                  
violence	O             
in	O                   
the	O                  
south	O                
does	O                 
not	O                  
end	O                  
.	O                    
He	O                   
urged	O                
security	O             
forces	O               
to	O                   
better	O               
cooperate	O            
to	O                   
deal	O                 
with	O                 
the	O                  
region	O               
's	O                   
turmoil	O              
.	O                    
Hundreds	O             
of	O                   
people	O               
have	O                 
been	O                 
killed	O               
since	O                
January	B+AC0-tim          
when	O                 
an	O                   
insurgency	O           
flared	O               
up	O                   
in	O                   
Thailand	B+AC0-geo         
's	O                   
three	O                
Muslim+AC0-majority	O      
southern	O             
provinces	O            
.	O                    
Israeli	B+AC0-gpe          
soldiers	O             
have	O                 
killed	O               
two	O                  
Palestinians	B+AC0-gpe     
in	O                   
the	O                  
southern	O             
Gaza	B+AC0-geo             
Strip	I+AC0-geo            
.	O                    
Witnesses	O            
say	O                  
the	O                  
two	O                  
men	O                  
were	O                 
killed	O               
early	O                
Friday	B+AC0-tim           
near	O                 
the	O                  
security	O             
barrier	O              
separating	O           
southern	O             
Gaza	B+AC0-geo             
with	O                 
Israel	B+AC0-geo           
.	O                    
Israeli	B+AC0-gpe          
military	O             
officials	O            
say	O                  
troops	O               
had	O                  
spotted	O              
the	O                  
men	O                  
attempting	O           
to	O                   
plant	O                
bombs	O                
along	O                
the	O                  
barrier	O              
.	O                    
The	O                  
killings	O             
were	O                 
the	O                  
latest	O               
in	O                   
a	O                    
series	O               
of	O                   
clashes	O              
between	O              
the	O                  
Israeli	B+AC0-gpe          
army	O                 
and	O                  
Palestinian	B+AC0-gpe      
militants	O            
.	O                    
Israeli	B+AC0-gpe          
soldiers	O             
killed	O               
five	O                 
Palestinians	B+AC0-gpe     
Thursday	B+AC0-tim         
during	O               
an	O                   
army	O                 
operation	O            
in	O                   
the	O                  
West	B+AC0-geo             
Bank	I+AC0-geo             
city	O                 
of	O                   
Nablus	B+AC0-geo           
.	O                    
Officials	O            
say	O                  
three	O                
of	O                   
the	O                  
dead	O                 
were	O                 
wanted	O               
militants	O            
from	O                 
the	O                  
al+AC0-Aqsa	B+AC0-org          
Martyrs	I+AC0-org          
'	I+AC0-org                
Brigades	I+AC0-org         
	                      
a	O                    
violent	O              
offshoot	O             
of	O                   
the	O                  
mainstream	O           
Fatah	B+AC0-org            
Party	I+AC0-org            
.	O                    
Palestinian	B+AC0-gpe      
President	B+AC0-per        
Mahmoud	I+AC0-per          
Abbas	I+AC0-per            
and	O                  
incoming	O             
Hamas	B+AC0-org            
Prime	B+AC0-per            
Minister	I+AC0-per         
Ismail	I+AC0-per           
Haniyeh	I+AC0-per          
Friday	B+AC0-tim           
denounced	O            
the	O                  
Israeli	B+AC0-gpe          
military	O             
's	O                   
sweep	O                
through	O              
the	O                  
Nablus	B+AC0-geo           
refugee	O              
camps	O                
.	O                    
The	O                  
head	O                 
of	O                   
U.S.	B+AC0-gpe             
troops	O               
in	O                   
the	O                  
Horn	B+AC0-geo             
of	O                   
Africa	B+AC0-geo           
says	O                 
terrorists	O           
and	O                  
insurgents	O           
may	O                  
begin	O                
leaving	O              
war	O                  
zones	O                
in	O                   
Afghanistan	B+AC0-geo      
and	O                  
Iraq	B+AC0-geo             
and	O                  
head	O                 
for	O                  
east	O                 
Africa	B+AC0-geo           
.	O                    
Major	B+AC0-per            
General	I+AC0-per          
Timothy	I+AC0-per          
Ghormley	I+AC0-per         
says	O                 
officials	O            
are	O                  
concerned	O            
that	O                 
instability	O          
and	O                  
weak	O                 
governments	O          
in	O                   
east	O                 
Africa	B+AC0-geo           
could	O                
draw	O                 
international	O        
terrorist	O            
groups	O               
seeking	O              
to	O                   
establish	O            
a	O                    
base	O                 
of	O                   
operations	O           
.	O                    
General	B+AC0-per          
Ghormley	I+AC0-per         
says	O                 
the	O                  
joint	O                
task	O                 
force	O                
in	O                   
Djibouti	B+AC0-geo         
has	O                  
been	O                 
helping	O              
to	O                   
train	O                
foreign	O              
soldiers	O             
and	O                  
build	O                
anti+AC0-terrorist	O       
capabilities	O         
of	O                   
governments	O          
in	O                   
the	O                  
region	O               
.	O                    
However	O              
	                      
U.S.	B+AC0-gpe             
forces	O               
have	O                 
yet	O                  
to	O                   
enter	O                
Somalia	B+AC0-geo          
	                      
which	O                
has	O                  
been	O                 
without	O              
a	O                    
functioning	O          
central	O              
government	O           
for	O                  
more	O                 
than	O                 
10	O                   
years	O                
.	O                    
Earlier	O              
this	O                 
year	O                 
	                      
Ethiopian	B+AC0-gpe        
Prime	B+AC0-per            
Minister	I+AC0-per         
Meles	I+AC0-per            
Zenawi	I+AC0-per           
warned	O               
an	O                   
al+AC0-Qaida	B+AC0-org         
cell	O                 
is	O                   
already	O              
operating	O            
out	O                  
of	O                   
Somalia	B+AC0-gpe          
's	O                   
capital	O              
	                      
Mogadishu	B+AC0-geo        
.	O                    
Ugandan	B+AC0-gpe          
Lord	B+AC0-org             
's	I+AC0-org               
Resistance	I+AC0-org       
Army	I+AC0-org             
rebels	O               
are	O                  
seeking	O              
a	O                    
12+AC0-month	O             
suspension	O           
in	O                   
the	O                  
arrest	O               
warrants	O             
against	O              
their	O                
leaders	O              
issued	O               
by	O                   
the	O                  
International	B+AC0-org    
Criminal	I+AC0-org         
Court	I+AC0-org            
.	O                    
James	B+AC0-per            
Obita	I+AC0-per            
	                      
the	O                  
technical	O            
advisor	O              
to	O                   
the	O                  
rebels	O               
'	O                    
negotiating	O          
team	O                 
	                      
tells	O                
VOA	B+AC0-org              
the	O                  
rebels	O               
will	O                 
ask	O                  
for	O                  
the	O                  
suspension	O           
when	O                 
peace	O                
talks	O                
with	O                 
the	O                  
Ugandan	B+AC0-gpe          
government	O           
resume	O               
Thursday	B+AC0-tim         
in	O                   
Juba	B+AC0-geo             
	                      
southern	O             
Sudan	B+AC0-geo            
.	O                    
He	O                   
says	O                 
in	O                   
connection	O           
with	O                 
that	O                 
request	O              
	                      
the	O                  
rebels	O               
will	O                 
propose	O              
an	O                   
+ACIAIgAiACI-	O                 
alternative	O          
justice	O              
system	O               
+ACIAIgAiACI-	O                 
to	O                   
deal	O                 
with	O                 
war	O                  
crimes	O               
committed	O            
during	O               
the	O                  
rebels	O               
'	O                    
20+AC0-year	O              
uprising	O             
in	O                   
northern	O             
Uganda	B+AC0-geo           
.	O                    
LRA	B+AC0-org              
fighters	O             
are	O                  
accused	O              
of	O                   
killing	O              
and	O                  
mutilating	O           
thousands	O            
of	O                   
civilians	O            
during	O               
the	O                  
conflict	O             
.	O                    
The	O                  
International	B+AC0-org    
Criminal	I+AC0-org         
Court	I+AC0-org            
has	O                  
indicted	O             
five	O                 
top	O                  
rebel	O                
leaders	O              
on	O                   
war	O                  
crimes	O               
charges	O              
.	O                    
The	O                  
LRA	B+AC0-org              
has	O                  
demanded	O             
those	O                
charges	O              
be	O                   
dropped	O              
as	O                   
a	O                    
condition	O            
for	O                  
signing	O              
any	O                  
peace	O                
deal	O                 
.	O                    
The	O                  
10+AC0-month+AC0-old	O         
peace	O                
talks	O                
have	O                 
achieved	O             
some	O                 
progress	O             
	                      
including	O            
a	O                    
ceasefire	O            
that	O                 
the	O                  
sides	O                
extended	O             
in	O                   
April	B+AC0-tim            
.	O                    
A	O                    
group	O                
linked	O               
to	O                   
al+AC0-Qaida	B+AC0-org         
in	O                   
Iraq	B+AC0-geo             
is	O                   
denying	O              
Iraqi	B+AC0-gpe            
government	O           
reports	O              
that	O                 
its	O                  
leader	O               
was	O                  
recently	O             
arrested	O             
.	O                    
The	O                  
Islamic	B+AC0-gpe          
State	I+AC0-gpe            
of	I+AC0-gpe               
Iraq	B+AC0-geo             
says	O                 
the	O                  
man	O                  
it	O                   
claims	O               
is	O                   
its	O                  
leader	O               
	                      
Abu	B+AC0-per              
Omar	I+AC0-per             
al+AC0-Baghdadi	I+AC0-per      
	                      
is	O                   
fine	O                 
.	O                    
The	O                  
group	O                
says	O                 
on	O                   
an	O                   
Islamist	O             
Web	O                  
site	O                 
it	O                   
does	O                 
not	O                  
know	O                 
the	O                  
person	O               
who	O                  
Iraqi	B+AC0-gpe            
authorities	O          
arrested	O             
last	O                 
month	O                
and	O                  
presented	O            
as	O                   
al+AC0-Baghdadi	B+AC0-per      
.	O                    
The	O                  
Iraqi	B+AC0-gpe            
army	O                 
said	O                 
it	O                   
captured	O             
the	O                  
Sunni	B+AC0-org            
insurgent	O            
leader	O               
in	O                   
the	O                  
Iraqi	B+AC0-gpe            
capital	O              
	                      
Baghdad	B+AC0-geo          
.	O                    
The	O                  
United	B+AC0-gpe           
States	I+AC0-gpe           
did	O                  
not	O                  
confirm	O              
the	O                  
report	O               
.	O                    
Iraqi	B+AC0-gpe            
authorities	O          
in	O                   
the	O                  
past	O                 
have	O                 
announced	O            
the	O                  
arrest	O               
or	O                   
killing	O              
of	O                   
major	O                
insurgent	O            
leaders	O              
	                      
to	O                   
only	O                 
later	O                
say	O                  
the	O                  
reports	O              
were	O                 
FALSE	O                
.	O                    
In	O                   
addition	O             
	                      
U.S.	B+AC0-gpe             
military	O             
commander	O            
General	B+AC0-per          
Kevin	I+AC0-per            
Bergner	I+AC0-per          
previously	O           
had	O                  
said	O                 
al+AC0-Baghdadi	B+AC0-per      
may	O                  
not	O                  
be	O                   
a	O                    
real	O                 
person	O               
	                      
but	O                  
rather	O               
a	O                    
fictional	O            
character	O            
created	O              
to	O                   
put	O                  
an	O                   
Iraqi	B+AC0-gpe            
face	O                 
on	O                   
the	O                  
otherwise	O            
foreign	O              
leadership	O           
of	O                   
al+AC0-Qaida	B+AC0-org         
in	O                   
Iraq	B+AC0-geo             
.	O                    
U.S.	B+AC0-gpe             
military	O             
officials	O            
have	O                 
announced	O            
changes	O              
to	O                   
military	O             
trials	O               
of	O                   
terrorism	O            
suspects	O             
being	O                
held	O                 
at	O                   
the	O                  
U.S.	B+AC0-gpe             
naval	O                
base	O                 
in	O                   
Guantanamo	B+AC0-geo       
Bay	I+AC0-geo              
	                      
Cuba	B+AC0-geo             
.	O                    
Air	B+AC0-org              
Force	I+AC0-org            
Brigadier	B+AC0-per        
General	I+AC0-per          
Thomas	I+AC0-per           
Hemingway	I+AC0-per        
said	O                 
Wednesday	B+AC0-tim        
the	O                  
so+AC0-called	O            
+ACIAIgAiACI-	O                 
improvements	O         
+ACIAIgAiACI-	O                 
will	O                 
bring	O                
the	O                  
process	O              
closer	O               
to	O                   
the	O                  
American	B+AC0-gpe         
judge+AC0-and+AC0-jury	O       
system	O               
.	O                    
He	O                   
said	O                 
the	O                  
presiding	O            
officer	O              
at	O                   
the	O                  
trial	O                
will	O                 
function	O             
more	O                 
like	O                 
a	O                    
judge	O                
than	O                 
under	O                
the	O                  
previous	O             
system	O               
	                      
and	O                  
other	O                
officers	O             
will	O                 
act	O                  
like	O                 
a	O                    
jury	O                 
.	O                    
Some	O                 
human	O                
rights	O               
groups	O               
rejected	O             
the	O                  
changes	O              
for	O                  
not	O                  
going	O                
far	O                  
enough	O               
	                      
noting	O               
there	O                
is	O                   
still	O                
no	O                   
option	O               
for	O                  
appeal	O               
to	O                   
an	O                   
independent	O          
court	O                
.	O                    
U.S.	B+AC0-gpe             
military	O             
officials	O            
have	O                 
filed	O                
charges	O              
against	O              
four	O                 
detainees	O            
at	O                   
Guantanamo	B+AC0-geo       
	                      
where	O                
more	O                 
than	O                 
500	O                  
terror	O               
suspects	O             
are	O                  
being	O                
held	O                 
.	O                    
Meantime	O             
Center	B+AC0-org           
for	I+AC0-org              
Constitutional	I+AC0-org   
Rights	I+AC0-org           
said	O                 
some	O                 
prisoners	O            
have	O                 
launched	O             
a	O                    
hunger	O               
strike	O               
to	O                   
protest	O              
their	O                
conditions	O           
.	O                    
A	O                    
landmine	O             
blast	O                
in	O                   
southern	O             
Afghanistan	B+AC0-geo      
has	O                  
killed	O               
nine	O                 
Afghan	B+AC0-gpe           
soldiers	O             
.	O                    
The	O                  
Taleban	B+AC0-org          
later	O                
claimed	O              
responsibility	O       
for	O                  
the	O                  
blast	O                
in	O                   
Kandahar	B+AC0-geo         
province	O             
.	O                    
An	O                   
Afghan	B+AC0-gpe           
Army	B+AC0-org             
spokesman	O            
said	O                 
the	O                  
troops	O               
were	O                 
traveling	O            
towards	O              
the	O                  
nearby	O               
Pakistani	B+AC0-gpe        
border	O               
when	O                 
their	O                
vehicle	O              
hit	O                  
the	O                  
mine	O                 
.	O                    
U.S.+AC0-led	O             
forces	O               
are	O                  
hunting	O              
down	O                 
remnants	O             
of	O                   
Afghanistan	B+AC0-geo      
's	O                   
ousted	O               
Taleban	B+AC0-org          
regime	O               
who	O                  
frequently	O           
carry	O                
out	O                  
hit	O                  
and	O                  
run	O                  
attacks	O              
on	O                   
coalition	O            
and	O                  
Afghan	B+AC0-gpe           
government	O           
forces	O               
	                      
mainly	O               
in	O                   
the	O                  
country	O              
's	O                   
eastern	O              
and	O                  
southern	O             
regions	O              
.	O                    
Four	O                 
key	O                  
Palestinian	B+AC0-gpe      
militant	O             
groups	O               
say	O                  
they	O                 
are	O                  
ending	O               
a	O                    
truce	O                
aimed	O                
at	O                   
easing	O               
attacks	O              
on	O                   
Israel	B+AC0-geo           
.	O                    
In	O                   
separate	O             
statements	O           
issued	O               
Sunday	B+AC0-tim           
	                      
Hamas	B+AC0-org            
and	O                  
the	O                  
Popular	B+AC0-org          
Resistance	I+AC0-org       
Committees	I+AC0-org       
said	O                 
they	O                 
were	O                 
no	O                   
longer	O               
bound	O                
by	O                   
the	O                  
truce	O                
deal	O                 
brokered	O             
last	O                 
March	B+AC0-tim            
by	O                   
Palestinian	B+AC0-org      
Authority	I+AC0-org        
President	B+AC0-per        
Mahmoud	I+AC0-per          
Abbas	I+AC0-per            
.	O                    
The	O                  
al+AC0-Aqsa	B+AC0-org          
Martyrs	I+AC0-org          
Brigades	I+AC0-org         
and	O                  
Islamic	B+AC0-org          
Jihad	I+AC0-org            
also	O                 
scrapped	O             
the	O                  
deal	O                 
	                      
and	O                  
said	O                 
they	O                 
had	O                  
fired	O                
rockets	O              
early	O                
today	O                
into	O                 
southern	O             
Israel	B+AC0-geo           
.	O                    
In	O                   
a	O                    
separate	O             
development	O          
	                      
gunmen	O               
in	O                   
the	O                  
Gaza	B+AC0-geo             
Strip	I+AC0-geo            
stormed	O              
a	O                    
club	O                 
for	O                  
United	B+AC0-org           
Nations	I+AC0-org          
workers	O              
and	O                  
blew	O                 
up	O                   
a	O                    
hall	O                 
where	O                
alcohol	O              
was	O                  
served	O               
.	O                    
There	O                
were	O                 
no	O                   
reports	O              
of	O                   
injuries	O             
and	O                  
no	O                   
claim	O                
of	O                   
responsibility	O       
.	O                    
A	O                    
short	O                
while	O                
later	O                
	                      
gunmen	O               
in	O                   
Gaza	B+AC0-geo             
kidnapped	O            
an	O                   
Italian	B+AC0-gpe          
activist	O             
near	O                 
Khan	B+AC0-geo             
Younis	I+AC0-geo           
	                      
but	O                  
later	O                
released	O             
him	O                  
.	O                    
Coalition	O            
troops	O               
in	O                   
Iraq	B+AC0-geo             
have	O                 
captured	O             
a	O                    
suspected	O            
al+AC0-Qaida	B+AC0-org         
terrorist	O            
during	O               
a	O                    
raid	O                 
on	O                   
the	O                  
home	O                 
of	O                   
a	O                    
senior	O               
Sunni	B+AC0-geo            
Arab	I+AC0-geo             
politician	O           
	                      
Adnan	B+AC0-per            
al+AC0-Dulaymi	I+AC0-per       
.	O                    
U.S.	B+AC0-geo             
officials	O            
say	O                  
they	O                 
believe	O              
the	O                  
man	O                  
was	O                  
involved	O             
in	O                   
planning	O             
car	O                  
bomb	O                 
attacks	O              
on	O                   
Baghdad	B+AC0-geo          
's	O                   
Green	B+AC0-geo            
Zone	I+AC0-geo             
	                      
which	O                
houses	O               
government	O           
	                      
diplomatic	O           
and	O                  
military	O             
offices	O              
.	O                    
The	O                  
man	O                  
is	O                   
identified	O           
as	O                   
a	O                    
bodyguard	O            
at	O                   
Mr.	B+AC0-per              
Dulaymi	I+AC0-per          
's	O                   
home	O                 
in	O                   
the	O                  
Iraqi	B+AC0-gpe            
capital	O              
.	O                    
Officials	O            
say	O                  
the	O                  
raid	O                 
does	O                 
not	O                  
imply	O                
the	O                  
politician	O           
himself	O              
is	O                   
involved	O             
in	O                   
illegal	O              
activity	O             
.	O                    
On	O                   
Friday	B+AC0-tim           
	                      
Iraqi	B+AC0-gpe            
authorities	O          
imposed	O              
a	O                    
curfew	O               
in	O                   
Baghdad	B+AC0-geo          
	                      
because	O              
of	O                   
fears	O                
of	O                   
new	O                  
violence	O             
.	O                    
The	O                  
ban	O                  
on	O                   
pedestrians	O          
and	O                  
vehicles	O             
was	O                  
expected	O             
to	O                   
remain	O               
in	O                   
effect	O               
until	O                
Sunday	B+AC0-tim           
.	O                    
In	O                   
the	O                  
northern	O             
city	O                 
of	O                   
Tal	B+AC0-geo              
Afar	I+AC0-geo             
	                      
a	O                    
car	O                  
bomb	O                 
exploded	O             
Saturday	B+AC0-tim         
	                      
killing	O              
two	O                  
people	O               
and	O                  
wounding	O             
30	O                   
others	O               
.	O                    
The	O                  
U.S.	B+AC0-gpe             
military	O             
says	O                 
the	O                  
Iraqi	B+AC0-gpe            
army	O                 
has	O                  
captured	O             
three	O                
suspected	O            
al+AC0-Qaida	B+AC0-org         
in	O                   
Iraq	B+AC0-geo             
leaders	O              
involved	O             
in	O                   
roadside	O             
bomb	O                 
attacks	O              
.	O                    
Statements	O           
Wednesday	B+AC0-tim        
say	O                  
the	O                  
suspects	O             
were	O                 
detained	O             
in	O                   
separate	O             
operations	O           
north	O                
of	O                   
Baghdad	B+AC0-geo          
in	O                   
Kirkuk	B+AC0-geo           
province	O             
	                      
and	O                  
in	O                   
the	O                  
towns	O                
of	O                   
Tarmiyah	B+AC0-geo         
and	O                  
Judaidah	B+AC0-geo         
.	O                    
The	O                  
military	O             
says	O                 
U.S.	B+AC0-org             
Special	I+AC0-org          
Forces	I+AC0-org           
advised	O              
the	O                  
Iraqi	B+AC0-gpe            
army	O                 
in	O                   
all	O                  
three	O                
operations	O           
.	O                    
The	O                  
U.S.	B+AC0-gpe             
military	O             
also	O                 
says	O                 
Iraqi	B+AC0-gpe            
special	O              
operations	O           
forces	O               
detained	O             
seven	O                
suspected	O            
criminals	O            
in	O                   
and	O                  
around	O               
Baghdad	B+AC0-geo          
's	O                   
Sadr	B+AC0-geo             
City	I+AC0-geo             
district	O             
	                      
a	O                    
stronghold	O           
of	O                   
radical	O              
Shi'ite	B+AC0-org          
cleric	O               
Moqtada	B+AC0-per          
al+AC0-Sadr	I+AC0-per          
.	O                    
U.S.	B+AC0-gpe             
and	O                  
Iraqi	B+AC0-gpe            
soldiers	O             
have	O                 
been	O                 
fighting	O             
Shi'ite	B+AC0-org          
militants	O            
in	O                   
Sadr	B+AC0-geo             
City	I+AC0-geo             
in	O                   
recent	O               
weeks	O                
as	O                   
part	O                 
of	O                   
a	O                    
crackdown	O            
on	O                   
illegal	O              
militias	O             
.	O                    
The	O                  
United	B+AC0-org           
Nations	I+AC0-org          
reports	O              
a	O                    
halt	O                 
to	O                   
international	O        
aid	O                  
work	O                 
in	O                   
the	O                  
displaced	O            
persons	O              
'	O                    
camps	O                
of	O                   
Zalinge	B+AC0-geo          
	                      
in	O                   
Sudan	B+AC0-geo            
's	O                   
Darfur	B+AC0-geo           
region	O               
.	O                    
The	O                  
U.N.	B+AC0-org             
refugee	O              
agency	O               
says	O                 
international	O        
groups	O               
suspended	O            
their	O                
activities	O           
in	O                   
the	O                  
camps	O                
after	O                
a	O                    
mob	O                  
killed	O               
three	O                
water	O                
workers	O              
on	O                   
Thursday	B+AC0-tim         
.	O                    
It	O                   
was	O                  
unclear	O              
what	O                 
caused	O               
the	O                  
violence	O             
.	O                    
Friday	B+AC0-tim           
	                      
spokesman	O            
Ron	B+AC0-per              
Redmond	I+AC0-per          
said	O                 
agency	O               
is	O                   
+ACIAIgAiACI-	O                 
extremely	O            
concerned	O            
+ACIAIgAiACI-	O                 
about	O                
what	O                 
he	O                   
called	O               
the	O                  
continued	O            
deterioration	O        
in	O                   
Darfur	B+AC0-geo           
's	O                   
security	O             
situation	O            
.	O                    
Redmond	B+AC0-per          
listed	O               
a	O                    
number	O               
of	O                   
attacks	O              
on	O                   
relief	O               
groups	O               
over	O                 
the	O                  
past	O                 
week	O                 
	                      
including	O            
one	O                  
where	O                
an	O                   
aid	O                  
worker	O               
was	O                  
shot	O                 
dead	O                 
in	O                   
North	B+AC0-geo            
Darfur	I+AC0-geo           
.	O                    
World	O                
leaders	O              
have	O                 
been	O                 
pressing	O             
Sudan	B+AC0-gpe            
to	O                   
accept	O               
a	O                    
U.N.	B+AC0-org             
peacekeeping	O         
force	O                
in	O                   
Darfur	B+AC0-geo           
.	O                    
The	O                  
government	O           
is	O                   
still	O                
rejecting	O            
any	O                  
U.N.	B+AC0-org             
deployment	O           
to	O                   
the	O                  
region	O               
	                      
where	O                
more	O                 
than	O                 
three	O                
years	O                
of	O                   
violence	O             
has	O                  
killed	O               
nearly	O               
2	000                  
people	O               
	                      
and	O                  
displaced	O            
some	O                 
two	O                  
million	O              
others	O               
.	O                    
Iraq	B+AC0-gpe             
's	O                   
parliament	O           
has	O                  
approved	O             
six	O                  
new	O                  
government	O           
ministers	O            
	                      
including	O            
four	O                 
from	O                 
the	O                  
country	O              
's	O                   
Sunni	B+AC0-org            
minority	O             
which	O                
held	O                 
power	O                
under	O                
Saddam	B+AC0-per           
Hussein	I+AC0-per          
.	O                    
However	O              
	                      
the	O                  
Sunni	B+AC0-org            
Human	I+AC0-org            
Rights	I+AC0-org           
appointee	O            
Hashem	B+AC0-per           
Ashibli	I+AC0-per          
quickly	O              
turned	O               
down	O                 
the	O                  
post	O                 
	                      
leaving	O              
a	O                    
single	O               
vacancy	O              
in	O                   
the	O                  
33+AC0-member	O            
cabinet	O              
.	O                    
He	O                   
said	O                 
he	O                   
could	O                
not	O                  
accept	O               
a	O                    
position	O             
awarded	O              
on	O                   
a	O                    
sectarian	O            
basis	O                
.	O                    
A	O                    
Sunni	B+AC0-gpe            
Arab	I+AC0-gpe             
	                      
Saadoun	B+AC0-per          
al+AC0-Dulaimi	I+AC0-per       
	                      
has	O                  
been	O                 
approved	O             
as	O                   
defense	O              
minister	O             
	                      
and	O                  
a	O                    
Shi'ite	O              
(	O                    
Ibrahim	B+AC0-per          
Bahr	I+AC0-per             
al+AC0-Uloum	I+AC0-per         
)	O                    
will	O                 
head	O                 
the	O                  
all+AC0-important	O        
oil	O                  
ministry	O             
.	O                    
Top	O                  
slots	O                
in	O                   
the	O                  
ministries	O           
of	O                   
industry	O             
and	O                  
electricity	O          
were	O                 
also	O                 
filled	O               
	                      
along	O                
with	O                 
a	O                    
third	O                
deputy	O               
prime	O                
minister	O             
position	O             
.	O                    
Meanwhile	O            
	                      
Iraqi	B+AC0-gpe            
police	O               
say	O                  
gunmen	O               
assassinated	O         
a	O                    
senior	O               
member	O               
of	O                   
the	O                  
Transportation	B+AC0-org   
Ministry	I+AC0-org         
Zoba	B+AC0-per             
Yass	I+AC0-per             
and	O                  
his	O                  
driver	O               
today	O                
in	O                   
Baghdad	B+AC0-geo          
.	O                    
Separately	O           
	                      
U.S.	B+AC0-gpe             
officials	O            
say	O                  
coalition	O            
forces	O               
killed	O               
six	O                  
insurgents	O           
and	O                  
captured	O             
54	O                   
suspects	O             
early	O                
Sunday	B+AC0-tim           
near	O                 
